Course Title,Course URL,Duration,Rating,Cost,Level,Description,Platform
Introduction to AWS IoT,https://explore.skillbuilder.aws/learn/course/external/view/elearning/226/introduction-to-aws-iot,1h 10m,5.0,Free,Fundamental,"This course is an introduction to AWS IoT, or Internet of Things. In this course, you will learn how the AWS IoT communication architecture works, and the components that make up AWS IoT. We will discuss how AWS IoT works with other AWS services. A case study of AWS IoT will also be provided.",AWS
Introduction to Amazon Simple Workflow,https://explore.skillbuilder.aws/learn/course/external/view/elearning/225/introduction-to-amazon-simple-workflow,10m 00s,5.0,Free,Fundamental,"Amazon Simple Workflow Service (Amazon SWF) helps you build, run, and scale background jobs that have parallel or sequential steps. In this course, we introduce you to the service benefits and its components such as tasks, workflows, domain, deciders and activity workers. We also cover several service use cases.",AWS
Introduction to Amazon Transcribe,https://explore.skillbuilder.aws/learn/course/external/view/elearning/224/introduction-to-amazon-transcribe,10m 00s,5.0,Free,Fundamental,Amazon Transcribe is a fully managed and continually trained automatic speech recognition (ASR) service that accepts common audio formats and can accurately transcribe both low-fidelity and high-fidelity audio.  This course introduces you to the service by highlighting key features and use cases. We also review the benefits of deep learning to improve the accuracy of transcriptions and demonstrate a simple transcription.,AWS
Introduction to AWS Command Line Interface (CLI),https://explore.skillbuilder.aws/learn/course/external/view/elearning/223/introduction-to-aws-command-line-interface-cli,10m 00s,5.0,Free,Fundamental,"AWS Command Line Interface (CLI) is one of several ways to access your AWS resources.  In this course, we cover a brief overview and use cases regarding the AWS CLI. At the end of the course, a demonstration is performed to show how the AWS CLI can be used in day-to-day operations.",AWS
Introduction to AWS OpsWorks Stacks,https://explore.skillbuilder.aws/learn/course/external/view/elearning/221/introduction-to-aws-opsworks-stacks,10m 00s,5.0,Free,Fundamental,"AWS OpsWorks Stacks helps you manage applications and servers on AWS and on-premises. This introductory course covers the fundamental units of creation in an AWS OpsWorks application, including stacks and layers. We also discuss how AWS OpsWorks Stacks operates around the lifecycles of your instances, and dive into a couple of use cases.",AWS
AWS SaaS Factory Architecture Track: Multi-Tenant Data Partitioning,https://explore.skillbuilder.aws/learn/course/external/view/elearning/220/aws-saas-factory-architecture-track-multi-tenant-data-partitioning,1h 00m,5.0,Free,Fundamental,"Storage is one those fundamental areas that every SaaS application must address. There are a number of factors—both technical and business—that can influence the strategy you choose for partitioning data for your tenants. The goal of this course is to provide you with an end-to-end review of the common techniques that are used to implement partitioning in SaaS environments. This course outlines the various models for partitioning and concludes with a review of how each storage pattern is realized on Amazon DynamoDB, Amazon RDS, Amazon Redshift, and Amazon S3. We’ll also explore optimization strategies than can be employed to address some of the challenges associated variations in tenant load and data size.",AWS
Introduction to AWS Organizations,https://explore.skillbuilder.aws/learn/course/external/view/elearning/219/introduction-to-aws-organizations,06m 00s,5.0,Free,Fundamental,"This course introduces you to AWS Organizations, the service that offers policy-based management for multiple AWS accounts. We discuss key features and terminology, review how access and use the service, and provide a demonstration.",AWS
Introduction to Amazon Cloud Directory,https://explore.skillbuilder.aws/learn/course/external/view/elearning/218/introduction-to-amazon-cloud-directory,10m 00s,5.0,Free,Fundamental,"This is an introductory course on Amazon Cloud Directory, an AWS service that enables you to build flexible cloud-native directories for organizing hierarchies of data along multiple dimensions. This course introduces you to the service’s benefits, features, and concepts such as schemas and directories. We also cover some common use cases.",AWS
IoT Edge Computing: Introduction to Amazon FreeRTOS,https://explore.skillbuilder.aws/learn/course/external/view/elearning/217/iot-edge-computing-introduction-to-amazon-freertos,10m 00s,5.0,Free,Fundamental,"Amazon FreeRTOS is an operating system for microcontrollers within the AWS cloud. In this course, we provide you with an introduction to this service, illustrate the service architecture and highlight the key service features like over-the-air updates, local and cloud connectivity, security, the online configuration wizard and more. The course will wrap up with a demonstration so you can see the service in action.",AWS
Understanding Placement Groups,https://explore.skillbuilder.aws/learn/course/external/view/elearning/215/understanding-placement-groups,10m 00s,5.0,Free,Fundamental,"This introductory course placement groups includes an overview of how AWS builds Availability Zones and how that architecture is important to understand for disaster recovery planning. We review placement groups and discuss how they differ from Availability Zones, their benefits, and how they work.",AWS
AWS SaaS Factory Architecture Track: Tenant Isolation,https://explore.skillbuilder.aws/learn/course/external/view/elearning/213/aws-saas-factory-architecture-track-tenant-isolation,40m 00s,5.0,Free,Fundamental,"As part of tackling multi-tenancy, every SaaS architect must select a deployment and isolation model that best suits the needs of their SaaS product. Some SaaS offerings rely on a model where each tenant has its own dedicated stack of resources. Others leverage an approach where some or all of the infrastructure is shared by the system’s tenants. The goal of this course is to examine the competing forces that influence different isolation strategies, weighing the pros and cons of each approach. This highlights how each of these models are realized on AWS and outlines mechanisms that can be used to prevent cross-tenant access.",AWS
Introduction to Amazon Macie,https://explore.skillbuilder.aws/learn/course/external/view/elearning/212/introduction-to-amazon-macie,10m 00s,5.0,Free,Fundamental,,AWS
Introduction to Amazon Simple Notification Service (SNS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/211/introduction-to-amazon-simple-notification-service-sns,10m 00s,4.0,Free,Fundamental,"An introduction to how Amazon Simple Notification Service (SNS) can be used to fully manage your messaging and mobile communication service.  The characteristics and usage of Amazon SNS will be discussed, along with a brief demonstration of the service in action.",AWS
Getting Started with AWS IoT Greengrass,https://explore.skillbuilder.aws/learn/course/external/view/elearning/208/getting-started-with-aws-iot-greengrass,40m 00s,5.0,Free,Fundamental,"Does your business use AWS IoT solutions to help solve its problems? Have you heard about AWS IoT Greengrass, and would you like to know more about how it can benefit you?",AWS
Introduction to AWS Application Discovery Service,https://explore.skillbuilder.aws/learn/course/external/view/elearning/207/introduction-to-aws-application-discovery-service,20m 00s,5.0,Free,Fundamental,"In this course, you will be introduced to AWS Application Discovery Service – the AWS service that helps you plan migration projects by gathering information about your on-premises data centers. The course will start off with an overview of the migration process to the cloud. We will then discuss how AWS Application Discovery Service can help with that migration, followed by a brief highlight of best practices, methods and use cases related to the service.",AWS
