course_name,course_url,course_provider,course_skill,course_rating,course_enroll,course_difficultty,course_time,course_type,course_frr
Linux Kernel Programming and Introduction to Yocto Project,https://www.coursera.org/learn/linux-kernel-programming-yocto-project,University of Colorado Boulder,"Skills you'll gain: Linux, Operating Systems, Theoretical Computer Science, Algorithms, C Programming Language Family, Computer Programming, Systems Design",,"2,572",advance,1-4 weeks,couse,free
"Introduction to CAD, CAM, and Practical CNC Machining",https://www.coursera.org/learn/introduction-cad-cam-practical-cnc-machining,Autodesk,"Skills you'll gain: Entrepreneurship, Algorithms, Product Lifecycle, Strategy and Operations, Theoretical Computer Science, Design and Product, Product Management, Computer Architecture, Computer Networking, Material Handling, Network Architecture, Supply Chain and Logistics",4.8,"29,700",advance,1-4 weeks,couse,free
Advanced Machine Learning and Signal Processing,https://www.coursera.org/learn/advanced-machine-learning-signal-processing,IBM Skills Network,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Apache, Data Management, Extract, Transform, Load, Feature Engineering, Probability & Statistics, Bayesian Network, Dimensionality Reduction, Probability Distribution, Regression, Algorithms, Bayesian Statistics, Big Data, Change Management, Computer Graphic Techniques, Computer Graphics, Data Structures, Estimation, Leadership and Management, Statistical Machine Learning, Strategy and Operations, Theoretical Computer Science",4.5,"42,072",advance,1-4 weeks,couse,free
Kinematics: Describing the Motions of Spacecraft,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,University of Colorado Boulder,"Skills you'll gain: Algebra, Mathematics, Linear Algebra, Geometry, Data Analysis, Matlab, Computer Programming, Algorithms, Calculus, Differential Equations, Theoretical Computer Science, Angular, Applied Mathematics, Business Analysis, Computer Programming Tools, Critical Thinking, Cyberattacks, Entrepreneurship, Estimation, Leadership and Management, Mathematical Theory & Analysis, Probability & Statistics, Problem Solving, Programming Principles, Python Programming, Research and Design, Security Engineering, Statistical Programming, Strategy and Operations, Web Development",4.9,"21,620",advance,1-4 weeks,couse,free
Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,https://www.coursera.org/learn/modeling-design-mechanical-engineers,Autodesk,"Skills you'll gain: Algorithms, Computer Graphic Techniques, Computer Graphics, Design and Product, Graphic Design, Product Design, Theoretical Computer Science",4.8,"25,485",advance,1-4 weeks,couse,free
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,https://www.coursera.org/learn/cam-design-manufacturing-mechanical-engineers,Autodesk,"Skills you'll gain: Algorithms, Design and Product, Strategy and Operations, Theoretical Computer Science",4.8,"17,230",advance,1-4 weeks,couse,free
Advanced Django: Building a Blog,https://www.coursera.org/learn/codio-advanced-django-building-blog,Codio,"Skills you'll gain: Application Development, Computer Programming, Databases, Django (Web Framework), Mathematical Theory & Analysis, Mathematics, Operating Systems, Other Web Frameworks, Programming Principles, Python Programming, Security Engineering, Software Architecture, Software Engineering, Software Security, Statistical Programming, System Security, Theoretical Computer Science, Web Development",4.7,"5,986",advance,1-4 weeks,couse,free
Trees and Graphs: Basics,https://www.coursera.org/learn/trees-graphs-basics,University of Colorado Boulder,"Skills you'll gain: Theoretical Computer Science, Data Management, Data Structures, Algorithms, Graph Theory, Mathematics, Computer Programming, Programming Principles, Python Programming",4.7,"7,539",advance,1-4 weeks,couse,free
3-Axis Machining with Autodesk Fusion 360,https://www.coursera.org/learn/3-axis-machining-autodesk-fusion-360,Autodesk,"Skills you'll gain: Design and Product, Entrepreneurship, Product Design, Product Lifecycle, Product Management, Strategy and Operations, Algorithms, Theoretical Computer Science",4.9,"7,532",advance,1-4 weeks,couse,free
Advanced Django: Introduction to Django Rest Framework,https://www.coursera.org/learn/codio-advanced-django-intro-drf,Codio,"Skills you'll gain: Advertising, Communication, Computer Programming, Computer Programming Tools, Django (Web Framework), Marketing, Operating Systems, Programming Principles, Python Programming, Security Engineering, Software Architecture, Software Engineering, Software Security, Statistical Programming, System Security, Theoretical Computer Science, Web Development",4.4,"2,628",advance,1-4 weeks,couse,free
"Dynamic Programming, Greedy Algorithms",https://www.coursera.org/learn/dynamic-programming-greedy-algorithms,University of Colorado Boulder,"Skills you'll gain: Algorithms, Theoretical Computer Science, Operations Research, Research and Design, Strategy and Operations, Computer Programming, Mathematical Theory & Analysis, Mathematics, Computational Logic, Data Management, Data Structures, Operating Systems, Other Programming Languages, Programming Principles, System Programming, Python Programming",4.4,"7,677",advance,1-4 weeks,couse,free
Fundamentals of Software Architecture for Big Data,https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals,University of Colorado Boulder,"Skills you'll gain: BlockChain, Finance, Software Architecture, Software Engineering, Theoretical Computer Science, Big Data",3.4,"2,391",advance,1-4 weeks,couse,free
Genome Assembly Programming Challenge,https://www.coursera.org/learn/assembling-genomes,University of California San Diego,"Skills you'll gain: C Programming Language Family, Computer Programming, Computer Science, Java Programming, Python Programming",4.5,"37,333",advance,1-4 weeks,couse,free
"Tables, Data & Networking in iOS",https://www.coursera.org/learn/swift-ios-tables-networking,LearnQuest,"Skills you'll gain: Mobile Development, Swift Programming, iOS Development, Computer Programming, Theoretical Computer Science, Computer Architecture, Computer Networking, Data Management, Data Structures, Network Architecture, Software Architecture, Software Engineering",4.6,"7,096",advance,1-4 weeks,couse,free
Advanced Django: Advanced Django Rest Framework,https://www.coursera.org/learn/codio-advanced-django-advanced-drf,Codio,"Skills you'll gain: Application Development, Computer Programming, Computer Programming Tools, Django (Web Framework), Javascript, Other Web Frameworks, Programming Principles, Python Programming, React (web framework), Software Architecture, Software Engineering, Theoretical Computer Science, Web Development",4.9,"1,839",advance,1-4 weeks,couse,free
Advanced Django: External APIs and Task Queuing,https://www.coursera.org/learn/codio-advanced-django-external-apis-task-queuing,Codio,"Skills you'll gain: Computer Programming, Web Development, Application Development, Computer Programming Tools, Django (Web Framework), Full-Stack Web Development, Javascript, Operating Systems, Other Web Frameworks, Programming Principles, Python Programming, Security Engineering, Software Architecture, Software Engineering, Software Security, Statistical Programming, System Security, Theoretical Computer Science",5,,advance,1-4 weeks,couse,free
3D Model Creation with Autodesk Fusion 360,https://www.coursera.org/learn/3d-model-creation-fusion-360,Autodesk,"Skills you'll gain: Computer Graphics, Design and Product, Product Design, Algorithms, Theoretical Computer Science, Computer Graphic Techniques, Graphic Design",4.8,"25,740",advance,1-4 weeks,couse,free
Creating Toolpaths for a CNC Lathe,https://www.coursera.org/learn/cnc-toolpaths-cnc-lathe,Autodesk,"Skills you'll gain: Algorithms, Design and Product, Entrepreneurship, Product Lifecycle, Product Management, Strategy and Operations, Theoretical Computer Science, Accounting, Corporate Accouting, Research and Design",4.8,"6,232",advance,1-4 weeks,couse,free
Manufacturing Process with Autodesk Fusion 360,https://www.coursera.org/learn/manufacturing-process-fusion-360,Autodesk,"Skills you'll gain: Design and Product, Product Design, Theoretical Computer Science, Computer Architecture, Hardware Design",4.7,"18,755",advance,1-4 weeks,couse,free
Engineering Design Process with Autodesk Fusion 360,https://www.coursera.org/learn/engineering-design-process-fusion-360,Autodesk,"Skills you'll gain: Design and Product, Theoretical Computer Science, Product Design",4.7,"16,027",advance,1-4 weeks,couse,free
AI Workflow: Feature Engineering and Bias Detection,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,IBM,"Skills you'll gain: Algorithms, Cloud Computing, Dimensionality Reduction, Machine Learning, Theoretical Computer Science, Business Analysis, Data Analysis, Data Visualization, Exploratory Data Analysis, Feature Engineering, Probability & Statistics, Statistical Analysis, Statistical Visualization, Data Engineering, Data Science, Python Programming",4.3,"3,414",advance,1-4 weeks,couse,free
Generative Design for Part Consolidation,https://www.coursera.org/learn/generative-design-part-consolidation,Autodesk,"Skills you'll gain: Computer Graphics, Graphic Design, Algorithms, Machine Learning, Machine Learning Algorithms, Theoretical Computer Science, Communication, Entrepreneurship, Marketing, Product Management, Strategy and Operations",4.9,"4,323",advance,1-4 weeks,couse,free
Software Architecture Patterns for Big Data,https://www.coursera.org/learn/software-architecture-patterns-for-big-data,University of Colorado Boulder,"Skills you'll gain: Big Data, Software Engineering",4.3,,advance,1-4 weeks,couse,free
Advanced Machine Learning and Signal Processing,https://www.coursera.org/learn/advanced-machine-learning-signal-processing,IBM Skills Network,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Apache, Data Management, Extract, Transform, Load, Feature Engineering, Probability & Statistics, Bayesian Network, Dimensionality Reduction, Probability Distribution, Regression, Algorithms, Bayesian Statistics, Big Data, Change Management, Computer Graphic Techniques, Computer Graphics, Data Structures, Estimation, Leadership and Management, Statistical Machine Learning, Strategy and Operations, Theoretical Computer Science",4.5,,advance,1-4 weeks,couse,free
Health Data Science Foundation,https://www.coursera.org/learn/health-data-science-foundation,University of Illinois at Urbana-Champaign,,2.6,"1,847",advance,1-4 weeks,couse,free
Applications of Software Architecture for Big Data,https://www.coursera.org/learn/software-architecture-for-big-data-applications,University of Colorado Boulder,"Skills you'll gain: Big Data, Software Engineering",,,advance,1-4 weeks,couse,free
Linux System Programming and Introduction to Buildroot,https://www.coursera.org/learn/linux-system-programming-introduction-to-buildroot,University of Colorado Boulder,"Skills you'll gain: Computer Programming, Operating Systems, Computer Programming Tools, Data Management, Data Warehousing, System Programming, Linux",4.2,"3,903",advance,1-4 weeks,couse,free
